arm,target_id,target_usd,format,template,question,replicate,p,query_mode,factor,value
by_2035,10m,10000000,comma_dollars,price_bitcoin_hit,"Will the price of Bitcoin hit 10,000,000 dollars by 2035-01-01?",2,0.08,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_reach,"Will Bitcoin reach $1,000,000 by 2035-01-01?",2,0.26,batch,,
by_2035,10m,10000000,million_USD,btc_reach,Will BTC reach 10 million USD by 2035-01-01?,2,0.34,batch,,
by_2035,10m,10000000,words_USD,bitcoin_hit,Will Bitcoin hit ten million U.S. dollars by 2035-01-01?,2,0.32,batch,,
by_2035,10m,10000000,M_lower,bitcoin_touch,Will Bitcoin touch $10m by 2035-01-01?,2,0.19,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_hit,Will Bitcoin hit one hundred million dollars by 2035-01-01?,2,0.31,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_price_reach,"Will Bitcoin's price reach 1,000,000 dollars by 2035-01-01?",2,0.27,batch,,
by_2035,1m,1000000,comma_dollars,price_bitcoin_hit,"Will the price of Bitcoin hit 1,000,000 dollars by 2035-01-01?",2,0.29,batch,,
by_2035,100m,100000000,M_lower,bitcoin_trade_at,Will Bitcoin trade at $100m by 2035-01-01?,2,0.14,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_trade_at,"Will Bitcoin trade at 10,000,000 dollars by 2035-01-01?",2,0.15,batch,,
by_2035,100m,100000000,comma_dollars,one_btc_rise_to,"Will one BTC rise to 100,000,000 dollars by 2035-01-01?",2,0.08,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_price_reach,"Will Bitcoin's price reach $1,000,000 by 2035-01-01?",2,0.21,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_trade_at,"Will Bitcoin trade at $10,000,000 by 2035-01-01?",2,0.1,batch,,
by_2035,10m,10000000,comma_dollars,btc_reach,"Will BTC reach 10,000,000 dollars by 2035-01-01?",2,0.16,batch,,
by_2035,10m,10000000,words_dollars,btc_reach,Will BTC reach ten million dollars by 2035-01-01?,2,0.31,batch,,
by_2035,10m,10000000,words_USD,bitcoin_trade_at,Will Bitcoin trade at ten million U.S. dollars by 2035-01-01?,2,0.33,batch,,
by_2035,10m,10000000,million_USD,price_bitcoin_hit,Will the price of Bitcoin hit 10 million USD by 2035-01-01?,2,0.14,batch,,
by_2035,100m,100000000,comma_dollars,btc_reach,"Will BTC reach 100,000,000 dollars by 2035-01-01?",2,0.15,batch,,
by_2035,10m,10000000,million_USD,one_btc_rise_to,Will one BTC rise to 10 million USD by 2035-01-01?,2,0.26,batch,,
by_2035,1m,1000000,M_lower,bitcoin_hit,Will Bitcoin hit $1m by 2035-01-01?,2,0.31,batch,,
by_2035,1m,1000000,words_dollars,one_btc_rise_to,Will one BTC rise to one million dollars by 2035-01-01?,2,0.39,batch,,
by_2035,10m,10000000,M_lower,bitcoin_price_reach,Will Bitcoin's price reach $10m by 2035-01-01?,2,0.1,batch,,
by_2035,1m,1000000,M_lower,bitcoin_touch,Will Bitcoin touch $1m by 2035-01-01?,2,0.27,batch,,
by_2035,10m,10000000,million_USD,bitcoin_hit,Will Bitcoin hit 10 million USD by 2035-01-01?,2,0.33,batch,,
by_2035,100m,100000000,million_USD,bitcoin_hit,Will Bitcoin hit 100 million USD by 2035-01-01?,2,0.38,batch,,
by_2035,100m,100000000,million_USD,bitcoin_touch,Will Bitcoin touch 100 million USD by 2035-01-01?,2,0.33,batch,,
by_2035,1m,1000000,words_USD,bitcoin_reach,Will Bitcoin reach one million U.S. dollars by 2035-01-01?,2,0.41,batch,,
by_2035,1m,1000000,M_upper,bitcoin_price_reach,Will Bitcoin's price reach $1M by 2035-01-01?,2,0.31,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_touch,Will Bitcoin touch one million dollars by 2035-01-01?,2,0.39,batch,,
by_2035,10m,10000000,M_upper,bitcoin_touch,Will Bitcoin touch $10M by 2035-01-01?,2,0.18,batch,,
by_2035,10m,10000000,million_symbol,price_bitcoin_hit,Will the price of Bitcoin hit $10 million by 2035-01-01?,2,0.08,batch,,
by_2035,100m,100000000,words_USD,bitcoin_touch,Will Bitcoin touch one hundred million U.S. dollars by 2035-01-01?,2,0.29,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_trade_at,Will Bitcoin trade at $100 million by 2035-01-01?,2,0.11,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_trade_at,Will Bitcoin trade at $10 million by 2035-01-01?,2,0.12,batch,,
by_2035,100m,100000000,comma_symbol,btc_reach,"Will BTC reach $100,000,000 by 2035-01-01?",2,0.07,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_reach,Will Bitcoin reach $1 million by 2035-01-01?,2,0.3,batch,,
by_2035,100m,100000000,million_symbol,price_bitcoin_hit,Will the price of Bitcoin hit $100 million by 2035-01-01?,2,0.07,batch,,
by_2035,1m,1000000,million_USD,bitcoin_price_reach,Will Bitcoin's price reach 1 million USD by 2035-01-01?,2,0.28,batch,,
by_2035,1m,1000000,words_USD,one_btc_rise_to,Will one BTC rise to one million U.S. dollars by 2035-01-01?,2,0.43,batch,,
by_2035,100m,100000000,words_dollars,price_bitcoin_hit,Will the price of Bitcoin hit one hundred million dollars by 2035-01-01?,3,0.09,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_hit,"Will Bitcoin hit $1,000,000 by 2035-01-01?",3,0.24,batch,,
by_2035,100m,100000000,M_upper,bitcoin_touch,Will Bitcoin touch $100M by 2035-01-01?,3,0.19,batch,,
by_2035,10m,10000000,words_dollars,bitcoin_reach,Will Bitcoin reach ten million dollars by 2035-01-01?,3,0.33,batch,,
by_2035,100m,100000000,comma_dollars,one_btc_rise_to,"Will one BTC rise to 100,000,000 dollars by 2035-01-01?",3,0.08,batch,,
by_2035,100m,100000000,comma_dollars,bitcoin_price_reach,"Will Bitcoin's price reach 100,000,000 dollars by 2035-01-01?",3,0.06,batch,,
by_2035,100m,100000000,comma_dollars,bitcoin_trade_at,"Will Bitcoin trade at 100,000,000 dollars by 2035-01-01?",3,0.12,batch,,
by_2035,1m,1000000,million_USD,bitcoin_reach,Will Bitcoin reach 1 million USD by 2035-01-01?,3,0.34,batch,,
by_2035,100m,100000000,words_USD,bitcoin_touch,Will Bitcoin touch one hundred million U.S. dollars by 2035-01-01?,3,0.28,batch,,
by_2035,10m,10000000,words_dollars,bitcoin_touch,Will Bitcoin touch ten million dollars by 2035-01-01?,3,0.32,batch,,
by_2035,10m,10000000,comma_symbol,btc_reach,"Will BTC reach $10,000,000 by 2035-01-01?",3,0.09,batch,,
by_2035,10m,10000000,words_USD,price_bitcoin_hit,Will the price of Bitcoin hit ten million U.S. dollars by 2035-01-01?,3,0.22,batch,,
by_2035,10m,10000000,comma_dollars,one_btc_rise_to,"Will one BTC rise to 10,000,000 dollars by 2035-01-01?",3,0.16,batch,,
by_2035,10m,10000000,comma_dollars,btc_reach,"Will BTC reach 10,000,000 dollars by 2035-01-01?",3,0.16,batch,,
by_2035,100m,100000000,words_dollars,one_btc_rise_to,Will one BTC rise to one hundred million dollars by 2035-01-01?,3,0.12,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_price_reach,"Will Bitcoin's price reach $10,000,000 by 2035-01-01?",3,0.07,batch,,
by_2035,100m,100000000,words_USD,price_bitcoin_hit,Will the price of Bitcoin hit one hundred million U.S. dollars by 2035-01-01?,3,0.16,batch,,
by_2035,1m,1000000,M_upper,price_bitcoin_hit,Will the price of Bitcoin hit $1M by 2035-01-01?,3,0.37,batch,,
by_2035,10m,10000000,M_upper,bitcoin_touch,Will Bitcoin touch $10M by 2035-01-01?,3,0.18,batch,,
by_2035,100m,100000000,M_lower,bitcoin_trade_at,Will Bitcoin trade at $100m by 2035-01-01?,3,0.14,batch,,
by_2035,1m,1000000,M_lower,btc_reach,Will BTC reach $1m by 2035-01-01?,3,0.33,batch,,
by_2035,1m,1000000,M_upper,one_btc_rise_to,Will one BTC rise to $1M by 2035-01-01?,3,0.38,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_hit,"Will Bitcoin hit 1,000,000 dollars by 2035-01-01?",3,0.28,batch,,
by_2035,10m,10000000,M_upper,one_btc_rise_to,Will one BTC rise to $10M by 2035-01-01?,3,0.14,batch,,
by_2035,10m,10000000,M_lower,bitcoin_touch,Will Bitcoin touch $10m by 2035-01-01?,3,0.2,batch,,
by_2035,100m,100000000,million_USD,price_bitcoin_hit,Will the price of Bitcoin hit 100 million USD by 2035-01-01?,3,0.14,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_touch,Will Bitcoin touch one hundred million dollars by 2035-01-01?,3,0.32,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_reach,"Will Bitcoin reach 10,000,000 dollars by 2035-01-01?",3,0.19,batch,,
by_2035,10m,10000000,M_upper,bitcoin_price_reach,Will Bitcoin's price reach $10M by 2035-01-01?,3,0.08,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_trade_at,Will Bitcoin trade at one hundred million dollars by 2035-01-01?,3,0.23,batch,,
by_2035,10m,10000000,words_USD,btc_reach,Will BTC reach ten million U.S. dollars by 2035-01-01?,3,0.31,batch,,
by_2035,100m,100000000,comma_symbol,bitcoin_touch,"Will Bitcoin touch $100,000,000 by 2035-01-01?",3,0.12,batch,,
by_2035,100m,100000000,comma_symbol,bitcoin_trade_at,"Will Bitcoin trade at $100,000,000 by 2035-01-01?",3,0.06,batch,,
by_2035,10m,10000000,M_upper,btc_reach,Will BTC reach $10M by 2035-01-01?,3,0.17,batch,,
by_2035,10m,10000000,words_dollars,one_btc_rise_to,Will one BTC rise to ten million dollars by 2035-01-01?,3,0.2,batch,,
by_2035,1m,1000000,million_USD,bitcoin_hit,Will Bitcoin hit 1 million USD by 2035-01-01?,3,0.35,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_price_reach,Will Bitcoin's price reach one million dollars by 2035-01-01?,3,0.31,batch,,
by_2035,10m,10000000,million_USD,bitcoin_reach,Will Bitcoin reach 10 million USD by 2035-01-01?,3,0.36,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_hit,Will Bitcoin hit $1 million by 2035-01-01?,3,0.32,batch,,
by_2035,100m,100000000,words_USD,bitcoin_trade_at,Will Bitcoin trade at one hundred million U.S. dollars by 2035-01-01?,3,0.22,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_hit,"Will Bitcoin hit 10,000,000 dollars by 2035-01-01?",3,0.15,batch,,
by_2035,1m,1000000,words_dollars,one_btc_rise_to,Will one BTC rise to one million dollars by 2035-01-01?,3,0.39,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_reach,Will Bitcoin reach one million dollars by 2035-01-01?,3,0.34,batch,,
by_2035,10m,10000000,M_upper,price_bitcoin_hit,Will the price of Bitcoin hit $10M by 2035-01-01?,3,0.11,batch,,
by_2035,100m,100000000,M_lower,btc_reach,Will BTC reach $100m by 2035-01-01?,3,0.25,batch,,
by_2035,100m,100000000,comma_dollars,bitcoin_touch,"Will Bitcoin touch 100,000,000 dollars by 2035-01-01?",3,0.15,batch,,
by_2035,10m,10000000,M_lower,bitcoin_reach,Will Bitcoin reach $10m by 2035-01-01?,3,0.2,batch,,
by_2035,100m,100000000,comma_dollars,bitcoin_hit,"Will Bitcoin hit 100,000,000 dollars by 2035-01-01?",3,0.15,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_price_reach,Will Bitcoin's price reach $1 million by 2035-01-01?,3,0.23,batch,,
by_2035,100m,100000000,comma_symbol,bitcoin_price_reach,"Will Bitcoin's price reach $100,000,000 by 2035-01-01?",3,0.04,batch,,
by_2035,100m,100000000,words_USD,one_btc_rise_to,Will one BTC rise to one hundred million U.S. dollars by 2035-01-01?,3,0.18,batch,,
by_2035,10m,10000000,million_symbol,price_bitcoin_hit,Will the price of Bitcoin hit $10 million by 2035-01-01?,3,0.1,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_touch,"Will Bitcoin touch $10,000,000 by 2035-01-01?",3,0.12,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_trade_at,"Will Bitcoin trade at $1,000,000 by 2035-01-01?",3,0.25,batch,,
by_2035,100m,100000000,M_upper,bitcoin_reach,Will Bitcoin reach $100M by 2035-01-01?,3,0.16,batch,,
by_2035,1m,1000000,M_lower,bitcoin_touch,Will Bitcoin touch $1m by 2035-01-01?,3,0.26,batch,,
by_2035,10m,10000000,words_USD,bitcoin_trade_at,Will Bitcoin trade at ten million U.S. dollars by 2035-01-01?,3,0.31,batch,,
by_2035,10m,10000000,million_USD,bitcoin_hit,Will Bitcoin hit 10 million USD by 2035-01-01?,3,0.33,batch,,
by_2035,100m,100000000,comma_dollars,btc_reach,"Will BTC reach 100,000,000 dollars by 2035-01-01?",3,0.15,batch,,
by_2035,1m,1000000,million_USD,one_btc_rise_to,Will one BTC rise to 1 million USD by 2035-01-01?,3,0.43,batch,,
by_2035,100m,100000000,M_lower,bitcoin_hit,Will Bitcoin hit $100m by 2035-01-01?,3,0.19,batch,,
by_2035,1m,1000000,words_USD,bitcoin_reach,Will Bitcoin reach one million U.S. dollars by 2035-01-01?,3,0.39,batch,,
by_2035,100m,100000000,million_symbol,btc_reach,Will BTC reach $100 million by 2035-01-01?,3,0.12,batch,,
by_2035,1m,1000000,M_lower,bitcoin_reach,Will Bitcoin reach $1m by 2035-01-01?,3,0.29,batch,,
by_2035,1m,1000000,million_symbol,btc_reach,Will BTC reach $1 million by 2035-01-01?,3,0.35,batch,,
by_2035,1m,1000000,words_USD,one_btc_rise_to,Will one BTC rise to one million U.S. dollars by 2035-01-01?,3,0.42,batch,,
by_2035,100m,100000000,words_dollars,btc_reach,Will BTC reach one hundred million dollars by 2035-01-01?,3,0.27,batch,,
by_2035,1m,1000000,comma_dollars,btc_reach,"Will BTC reach 1,000,000 dollars by 2035-01-01?",3,0.34,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_hit,"Will Bitcoin hit $10,000,000 by 2035-01-01?",3,0.09,batch,,
by_2035,10m,10000000,M_lower,bitcoin_trade_at,Will Bitcoin trade at $10m by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,M_upper,bitcoin_touch,Will Bitcoin touch $1M by 2035-01-01?,3,0.28,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_hit,Will Bitcoin hit one hundred million dollars by 2035-01-01?,3,0.27,batch,,
by_2035,100m,100000000,million_USD,bitcoin_price_reach,Will Bitcoin's price reach 100 million USD by 2035-01-01?,3,0.14,batch,,
by_2035,10m,10000000,words_USD,one_btc_rise_to,Will one BTC rise to ten million U.S. dollars by 2035-01-01?,3,0.24,batch,,
by_2035,10m,10000000,comma_symbol,price_bitcoin_hit,"Will the price of Bitcoin hit $10,000,000 by 2035-01-01?",3,0.09,batch,,
by_2035,10m,10000000,M_upper,bitcoin_trade_at,Will Bitcoin trade at $10M by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_touch,Will Bitcoin touch $1 million by 2035-01-01?,3,0.33,batch,,
by_2035,10m,10000000,words_USD,bitcoin_reach,Will Bitcoin reach ten million U.S. dollars by 2035-01-01?,3,0.35,batch,,
by_2035,10m,10000000,million_USD,bitcoin_touch,Will Bitcoin touch 10 million USD by 2035-01-01?,3,0.28,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_touch,Will Bitcoin touch $10 million by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,words_USD,bitcoin_price_reach,Will Bitcoin's price reach one million U.S. dollars by 2035-01-01?,3,0.3,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_trade_at,Will Bitcoin trade at $1 million by 2035-01-01?,3,0.28,batch,,
by_2035,10m,10000000,words_dollars,price_bitcoin_hit,Will the price of Bitcoin hit ten million dollars by 2035-01-01?,3,0.16,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_price_reach,Will Bitcoin's price reach one hundred million dollars by 2035-01-01?,3,0.12,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_hit,Will Bitcoin hit $100 million by 2035-01-01?,3,0.1,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_touch,"Will Bitcoin touch 10,000,000 dollars by 2035-01-01?",3,0.12,batch,,
by_2035,1m,1000000,words_dollars,btc_reach,Will BTC reach one million dollars by 2035-01-01?,3,0.37,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_trade_at,Will Bitcoin trade at $100 million by 2035-01-01?,3,0.13,batch,,
by_2035,1m,1000000,M_lower,price_bitcoin_hit,Will the price of Bitcoin hit $1m by 2035-01-01?,3,0.31,batch,,
by_2035,100m,100000000,M_lower,bitcoin_reach,Will Bitcoin reach $100m by 2035-01-01?,3,0.16,batch,,
by_2035,10m,10000000,million_USD,bitcoin_price_reach,Will Bitcoin's price reach 10 million USD by 2035-01-01?,3,0.12,batch,,
by_2035,1m,1000000,words_USD,bitcoin_hit,Will Bitcoin hit one million U.S. dollars by 2035-01-01?,3,0.37,batch,,
by_2035,10m,10000000,M_lower,bitcoin_hit,Will Bitcoin hit $10m by 2035-01-01?,3,0.17,batch,,
by_2035,1m,1000000,M_upper,bitcoin_hit,Will Bitcoin hit $1M by 2035-01-01?,3,0.35,batch,,
by_2035,1m,1000000,million_USD,bitcoin_trade_at,Will Bitcoin trade at 1 million USD by 2035-01-01?,3,0.31,batch,,
by_2035,100m,100000000,M_upper,bitcoin_trade_at,Will Bitcoin trade at $100M by 2035-01-01?,3,0.14,batch,,
by_2035,100m,100000000,comma_dollars,price_bitcoin_hit,"Will the price of Bitcoin hit 100,000,000 dollars by 2035-01-01?",3,0.07,batch,,
by_2035,100m,100000000,million_USD,bitcoin_reach,Will Bitcoin reach 100 million USD by 2035-01-01?,3,0.37,batch,,
by_2035,1m,1000000,comma_dollars,one_btc_rise_to,"Will one BTC rise to 1,000,000 dollars by 2035-01-01?",3,0.37,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_hit,Will Bitcoin hit one million dollars by 2035-01-01?,3,0.34,batch,,
by_2035,1m,1000000,words_dollars,price_bitcoin_hit,Will the price of Bitcoin hit one million dollars by 2035-01-01?,3,0.32,batch,,
by_2035,10m,10000000,million_USD,price_bitcoin_hit,Will the price of Bitcoin hit 10 million USD by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,comma_dollars,price_bitcoin_hit,"Will the price of Bitcoin hit 1,000,000 dollars by 2035-01-01?",3,0.27,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_price_reach,Will Bitcoin's price reach $10 million by 2035-01-01?,3,0.07,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_trade_at,"Will Bitcoin trade at 10,000,000 dollars by 2035-01-01?",3,0.13,batch,,
by_2035,10m,10000000,million_USD,one_btc_rise_to,Will one BTC rise to 10 million USD by 2035-01-01?,3,0.3,batch,,
by_2035,100m,100000000,million_symbol,price_bitcoin_hit,Will the price of Bitcoin hit $100 million by 2035-01-01?,3,0.07,batch,,
by_2035,1m,1000000,million_USD,btc_reach,Will BTC reach 1 million USD by 2035-01-01?,3,0.37,batch,,
by_2035,10m,10000000,million_symbol,one_btc_rise_to,Will one BTC rise to $10 million by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_reach,"Will Bitcoin reach 1,000,000 dollars by 2035-01-01?",3,0.32,batch,,
by_2035,1m,1000000,M_lower,bitcoin_price_reach,Will Bitcoin's price reach $1m by 2035-01-01?,3,0.25,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_touch,Will Bitcoin touch $100 million by 2035-01-01?,3,0.18,batch,,
by_2035,10m,10000000,million_USD,bitcoin_trade_at,Will Bitcoin trade at 10 million USD by 2035-01-01?,3,0.26,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_reach,Will Bitcoin reach $10 million by 2035-01-01?,3,0.15,batch,,
by_2035,100m,100000000,million_USD,btc_reach,Will BTC reach 100 million USD by 2035-01-01?,3,0.33,batch,,
by_2035,10m,10000000,words_dollars,btc_reach,Will BTC reach ten million dollars by 2035-01-01?,3,0.32,batch,,
by_2035,1m,1000000,M_lower,bitcoin_trade_at,Will Bitcoin trade at $1m by 2035-01-01?,3,0.25,batch,,
by_2035,100m,100000000,M_upper,bitcoin_hit,Will Bitcoin hit $100M by 2035-01-01?,3,0.13,batch,,
by_2035,100m,100000000,words_USD,btc_reach,Will BTC reach one hundred million U.S. dollars by 2035-01-01?,3,0.28,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_trade_at,Will Bitcoin trade at $10 million by 2035-01-01?,3,0.15,batch,,
by_2035,100m,100000000,words_USD,bitcoin_price_reach,Will Bitcoin's price reach one hundred million U.S. dollars by 2035-01-01?,3,0.14,batch,,
by_2035,100m,100000000,M_lower,bitcoin_price_reach,Will Bitcoin's price reach $100m by 2035-01-01?,3,0.11,batch,,
by_2035,10m,10000000,M_lower,btc_reach,Will BTC reach $10m by 2035-01-01?,3,0.16,batch,,
by_2035,10m,10000000,words_USD,bitcoin_touch,Will Bitcoin touch ten million U.S. dollars by 2035-01-01?,3,0.32,batch,,
by_2035,10m,10000000,words_dollars,bitcoin_trade_at,Will Bitcoin trade at ten million dollars by 2035-01-01?,3,0.31,batch,,
by_2035,1m,1000000,M_upper,btc_reach,Will BTC reach $1M by 2035-01-01?,3,0.37,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_reach,Will Bitcoin reach $100 million by 2035-01-01?,3,0.15,batch,,
by_2035,10m,10000000,M_upper,bitcoin_hit,Will Bitcoin hit $10M by 2035-01-01?,3,0.15,batch,,
by_2035,10m,10000000,M_upper,bitcoin_reach,Will Bitcoin reach $10M by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,million_symbol,bitcoin_reach,Will Bitcoin reach $1 million by 2035-01-01?,3,0.31,batch,,
by_2035,10m,10000000,million_symbol,bitcoin_hit,Will Bitcoin hit $10 million by 2035-01-01?,3,0.12,batch,,
by_2035,100m,100000000,million_USD,bitcoin_trade_at,Will Bitcoin trade at 100 million USD by 2035-01-01?,3,0.26,batch,,
by_2035,10m,10000000,words_USD,bitcoin_hit,Will Bitcoin hit ten million U.S. dollars by 2035-01-01?,3,0.34,batch,,
by_2035,1m,1000000,M_lower,one_btc_rise_to,Will one BTC rise to $1m by 2035-01-01?,3,0.34,batch,,
by_2035,10m,10000000,million_USD,btc_reach,Will BTC reach 10 million USD by 2035-01-01?,3,0.32,batch,,
by_2035,100m,100000000,M_upper,bitcoin_price_reach,Will Bitcoin's price reach $100M by 2035-01-01?,3,0.11,batch,,
by_2035,10m,10000000,words_USD,bitcoin_price_reach,Will Bitcoin's price reach ten million U.S. dollars by 2035-01-01?,3,0.15,batch,,
by_2035,1m,1000000,million_symbol,price_bitcoin_hit,Will the price of Bitcoin hit $1 million by 2035-01-01?,3,0.35,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_reach,"Will Bitcoin reach $1,000,000 by 2035-01-01?",3,0.23,batch,,
by_2035,1m,1000000,words_USD,price_bitcoin_hit,Will the price of Bitcoin hit one million U.S. dollars by 2035-01-01?,3,0.33,batch,,
by_2035,10m,10000000,words_dollars,bitcoin_price_reach,Will Bitcoin's price reach ten million dollars by 2035-01-01?,3,0.15,batch,,
by_2035,100m,100000000,M_upper,price_bitcoin_hit,Will the price of Bitcoin hit $100M by 2035-01-01?,3,0.1,batch,,
by_2035,100m,100000000,comma_symbol,one_btc_rise_to,"Will one BTC rise to $100,000,000 by 2035-01-01?",3,0.05,batch,,
by_2035,1m,1000000,M_upper,bitcoin_reach,Will Bitcoin reach $1M by 2035-01-01?,3,0.35,batch,,
by_2035,1m,1000000,million_USD,bitcoin_touch,Will Bitcoin touch 1 million USD by 2035-01-01?,3,0.33,batch,,
by_2035,10m,10000000,M_lower,bitcoin_price_reach,Will Bitcoin's price reach $10m by 2035-01-01?,3,0.11,batch,,
by_2035,100m,100000000,M_lower,one_btc_rise_to,Will one BTC rise to $100m by 2035-01-01?,3,0.1,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_touch,"Will Bitcoin touch $1,000,000 by 2035-01-01?",3,0.3,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_reach,"Will Bitcoin reach $10,000,000 by 2035-01-01?",3,0.12,batch,,
by_2035,10m,10000000,comma_dollars,price_bitcoin_hit,"Will the price of Bitcoin hit 10,000,000 dollars by 2035-01-01?",3,0.09,batch,,
by_2035,1m,1000000,comma_symbol,price_bitcoin_hit,"Will the price of Bitcoin hit $1,000,000 by 2035-01-01?",3,0.26,batch,,
by_2035,100m,100000000,comma_dollars,bitcoin_reach,"Will Bitcoin reach 100,000,000 dollars by 2035-01-01?",3,0.2,batch,,
by_2035,10m,10000000,comma_symbol,one_btc_rise_to,"Will one BTC rise to $10,000,000 by 2035-01-01?",3,0.09,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_touch,"Will Bitcoin touch 1,000,000 dollars by 2035-01-01?",3,0.27,batch,,
by_2035,100m,100000000,million_symbol,one_btc_rise_to,Will one BTC rise to $100 million by 2035-01-01?,3,0.08,batch,,
by_2035,1m,1000000,million_USD,bitcoin_price_reach,Will Bitcoin's price reach 1 million USD by 2035-01-01?,3,0.3,batch,,
by_2035,100m,100000000,comma_symbol,bitcoin_reach,"Will Bitcoin reach $100,000,000 by 2035-01-01?",3,0.08,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_price_reach,"Will Bitcoin's price reach 1,000,000 dollars by 2035-01-01?",3,0.28,batch,,
by_2035,10m,10000000,M_lower,price_bitcoin_hit,Will the price of Bitcoin hit $10m by 2035-01-01?,3,0.12,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_touch,Will Bitcoin touch one million dollars by 2035-01-01?,3,0.37,batch,,
by_2035,10m,10000000,comma_dollars,bitcoin_price_reach,"Will Bitcoin's price reach 10,000,000 dollars by 2035-01-01?",3,0.08,batch,,
by_2035,1m,1000000,M_lower,bitcoin_hit,Will Bitcoin hit $1m by 2035-01-01?,3,0.33,batch,,
by_2035,100m,100000000,M_lower,bitcoin_touch,Will Bitcoin touch $100m by 2035-01-01?,3,0.37,batch,,
by_2035,100m,100000000,M_lower,price_bitcoin_hit,Will the price of Bitcoin hit $100m by 2035-01-01?,3,0.1,batch,,
by_2035,1m,1000000,comma_symbol,one_btc_rise_to,"Will one BTC rise to $1,000,000 by 2035-01-01?",3,0.29,batch,,
by_2035,1m,1000000,million_USD,price_bitcoin_hit,Will the price of Bitcoin hit 1 million USD by 2035-01-01?,3,0.32,batch,,
by_2035,100m,100000000,comma_symbol,price_bitcoin_hit,"Will the price of Bitcoin hit $100,000,000 by 2035-01-01?",3,0.06,batch,,
by_2035,1m,1000000,words_USD,bitcoin_touch,Will Bitcoin touch one million U.S. dollars by 2035-01-01?,3,0.45,batch,,
by_2035,10m,10000000,words_dollars,bitcoin_hit,Will Bitcoin hit ten million dollars by 2035-01-01?,3,0.32,batch,,
by_2035,10m,10000000,M_lower,one_btc_rise_to,Will one BTC rise to $10m by 2035-01-01?,3,0.15,batch,,
by_2035,100m,100000000,comma_symbol,bitcoin_hit,"Will Bitcoin hit $100,000,000 by 2035-01-01?",3,0.07,batch,,
by_2035,1m,1000000,words_USD,btc_reach,Will BTC reach one million U.S. dollars by 2035-01-01?,3,0.41,batch,,
by_2035,100m,100000000,million_USD,bitcoin_touch,Will Bitcoin touch 100 million USD by 2035-01-01?,3,0.32,batch,,
by_2035,100m,100000000,million_symbol,bitcoin_price_reach,Will Bitcoin's price reach $100 million by 2035-01-01?,3,0.07,batch,,
by_2035,1m,1000000,words_USD,bitcoin_trade_at,Will Bitcoin trade at one million U.S. dollars by 2035-01-01?,3,0.38,batch,,
