criteria_mode,spec,qid,replicate,question,p
omitted,complement,no,64,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,partition,above,25,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
paired,partition,not_above,25,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,joint_bounds,one,61,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,61,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
paired,joint_bounds,both,61,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,complement,yes,12,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,12,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
empty,joint_bounds,one,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,36,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,36,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,partition,above,82,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
empty,partition,not_above,82,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
omitted,partition,above,83,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,83,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
empty,nested_threshold,lower,10,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,10,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_time,short,19,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
empty,nested_time,long,19,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,joint_bounds,one,19,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,19,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,19,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,complement,yes,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,99,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,joint_bounds,one,61,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,61,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,61,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,joint_bounds,one,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,67,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,67,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,partition,above,48,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,48,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
omitted,joint_bounds,one,69,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,joint_bounds,ten,69,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.02
omitted,joint_bounds,both,69,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
empty,complement,yes,95,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,complement,no,95,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
empty,joint_bounds,one,12,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,12,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,12,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_threshold,lower,14,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,14,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_time,short,82,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,82,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
paired,nested_threshold,lower,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,31,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,25,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,25,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.79
empty,nested_threshold,lower,18,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,18,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,78,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,78,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
paired,nested_threshold,lower,11,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,11,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,98,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,98,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,98,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
empty,nested_time,short,48,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,48,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,yes,91,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,91,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,complement,yes,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,21,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.81
paired,partition,above,63,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,63,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,complement,yes,71,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,71,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
empty,joint_bounds,one,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,joint_bounds,ten,84,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,84,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_threshold,lower,98,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,98,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,36,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,36,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
omitted,partition,above,34,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,34,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
paired,nested_threshold,lower,64,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,64,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_time,short,40,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,40,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_time,short,30,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,30,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,nested_threshold,lower,83,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,83,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
paired,nested_time,short,86,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,86,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
empty,complement,yes,52,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,52,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
omitted,complement,yes,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,54,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,nested_time,short,7,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,7,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,complement,yes,76,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,76,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
omitted,complement,yes,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,96,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,complement,yes,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,complement,no,9,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
empty,nested_threshold,lower,73,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,73,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_time,short,16,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,16,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,joint_bounds,one,27,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,27,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,27,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,one,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,99,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,99,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,partition,above,67,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
empty,partition,not_above,67,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,nested_time,short,75,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,75,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
omitted,partition,above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.78
empty,complement,yes,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,54,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
empty,complement,yes,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,59,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
empty,partition,above,63,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
empty,partition,not_above,63,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
paired,complement,yes,26,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,26,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,nested_threshold,lower,65,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,65,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,one,22,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,22,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,22,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,nested_threshold,lower,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,67,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,30,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,30,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,joint_bounds,one,13,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,13,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,13,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,partition,above,92,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,92,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
empty,nested_threshold,lower,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,21,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_threshold,lower,28,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,28,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,62,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,62,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,partition,above,62,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,62,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
empty,nested_threshold,lower,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,54,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.04
empty,complement,yes,47,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,47,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
omitted,partition,above,8,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
omitted,partition,not_above,8,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
empty,nested_time,short,62,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,62,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,73,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,73,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
empty,nested_threshold,lower,92,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,92,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_threshold,lower,74,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,nested_threshold,higher,74,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
paired,nested_time,short,37,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,37,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,complement,yes,89,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,89,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,nested_time,short,8,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,partition,above,16,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
empty,partition,not_above,16,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
empty,complement,yes,16,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,16,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.81
omitted,nested_threshold,lower,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,99,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,complement,yes,22,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,22,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,nested_time,short,33,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,33,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,nested_time,short,29,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
empty,nested_time,long,29,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_time,short,93,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,93,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,lower,56,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,56,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_time,short,100,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
